Evento ID,Tipo de evento,Magnitud,Vs30,Archivo H1,Ruta H1,Archivo H2,Ruta H2,Archivo V,Ruta V
RSN204_IMPVALL.A,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN204_IMPVALL.A_A-E06140.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN204_IMPVALL.A_A-E06140.AT2,RSN204_IMPVALL.A_A-E06230.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN204_IMPVALL.A_A-E06230.AT2,RSN204_IMPVALL.A_A-E06-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN204_IMPVALL.A_A-E06-UP.AT2
RSN205_IMPVALL.A,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN205_IMPVALL.A_A-E07140.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN205_IMPVALL.A_A-E07140.AT2,RSN205_IMPVALL.A_A-E07230.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN205_IMPVALL.A_A-E07230.AT2,RSN205_IMPVALL.A_A-E07-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN205_IMPVALL.A_A-E07-UP.AT2
RSN206_IMPVALL.A,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN206_IMPVALL.A_A-E08140.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN206_IMPVALL.A_A-E08140.AT2,RSN206_IMPVALL.A_A-E08230.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN206_IMPVALL.A_A-E08230.AT2,RSN206_IMPVALL.A_A-E08-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN206_IMPVALL.A_A-E08-UP.AT2
RSN207_IMPVALL.A,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN207_IMPVALL.A_A-EDA270.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN207_IMPVALL.A_A-EDA270.AT2,RSN207_IMPVALL.A_A-EDA360.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN207_IMPVALL.A_A-EDA360.AT2,RSN207_IMPVALL.A_A-EDA-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN207_IMPVALL.A_A-EDA-UP.AT2
RSN208_IMPVALL.A,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN208_IMPVALL.A_A-HVP225.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN208_IMPVALL.A_A-HVP225.AT2,RSN208_IMPVALL.A_A-HVP315.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN208_IMPVALL.A_A-HVP315.AT2,RSN208_IMPVALL.A_A-HVP-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN208_IMPVALL.A_A-HVP-UP.AT2
RSN211_LIVERMOR,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN211_LIVERMOR_A-ANT270.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN211_LIVERMOR_A-ANT270.AT2,RSN211_LIVERMOR_A-ANT360.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN211_LIVERMOR_A-ANT360.AT2,RSN211_LIVERMOR_A-ANT-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN211_LIVERMOR_A-ANT-UP.AT2
RSN213_LIVERMOR,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN213_LIVERMOR_A-FRE075.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN213_LIVERMOR_A-FRE075.AT2,RSN213_LIVERMOR_A-FRE345.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN213_LIVERMOR_A-FRE345.AT2,RSN213_LIVERMOR_A-FRE-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN213_LIVERMOR_A-FRE-UP.AT2
RSN214_LIVERMOR,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN214_LIVERMOR_A-KOD180.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN214_LIVERMOR_A-KOD180.AT2,RSN214_LIVERMOR_A-KOD270.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN214_LIVERMOR_A-KOD270.AT2,RSN214_LIVERMOR_A-KOD-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN214_LIVERMOR_A-KOD-UP.AT2
RSN215_LIVERMOR,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN215_LIVERMOR_A-SRM070.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN215_LIVERMOR_A-SRM070.AT2,RSN215_LIVERMOR_A-SRM340.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN215_LIVERMOR_A-SRM340.AT2,RSN215_LIVERMOR_A-SRM-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN215_LIVERMOR_A-SRM-UP.AT2
RSN218_LIVERMOR,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN218_LIVERMOR_B-ANT270.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN218_LIVERMOR_B-ANT270.AT2,RSN218_LIVERMOR_B-ANT360.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN218_LIVERMOR_B-ANT360.AT2,RSN218_LIVERMOR_B-ANT-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN218_LIVERMOR_B-ANT-UP.AT2
RSN220_LIVERMOR,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN220_LIVERMOR_B-FRE075.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN220_LIVERMOR_B-FRE075.AT2,RSN220_LIVERMOR_B-FRE345.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN220_LIVERMOR_B-FRE345.AT2,RSN220_LIVERMOR_B-FRE-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN220_LIVERMOR_B-FRE-UP.AT2
RSN221_LIVERMOR,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN221_LIVERMOR_B-LFA270.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN221_LIVERMOR_B-LFA270.AT2,RSN221_LIVERMOR_B-LFA360.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN221_LIVERMOR_B-LFA360.AT2,RSN221_LIVERMOR_B-LFA-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN221_LIVERMOR_B-LFA-UP.AT2
RSN223_LIVERMOR,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN223_LIVERMOR_B-KOD180.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN223_LIVERMOR_B-KOD180.AT2,RSN223_LIVERMOR_B-KOD270.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN223_LIVERMOR_B-KOD270.AT2,RSN223_LIVERMOR_B-KOD-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN223_LIVERMOR_B-KOD-UP.AT2
RSN224_LIVERMOR,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN224_LIVERMOR_B-SRM070.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN224_LIVERMOR_B-SRM070.AT2,RSN224_LIVERMOR_B-SRM340.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN224_LIVERMOR_B-SRM340.AT2,RSN224_LIVERMOR_B-SRM-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN224_LIVERMOR_B-SRM-UP.AT2
RSN227_ANZA,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN227_ANZA_AZF225.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN227_ANZA_AZF225.AT2,RSN227_ANZA_AZF315.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN227_ANZA_AZF315.AT2,RSN227_ANZA_AZF-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN227_ANZA_AZF-UP.AT2
RSN228_ANZA,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN228_ANZA_BAR225.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN228_ANZA_BAR225.AT2,RSN228_ANZA_BAR315.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN228_ANZA_BAR315.AT2,RSN228_ANZA_BAR-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN228_ANZA_BAR-UP.AT2
RSN229_ANZA,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN229_ANZA_RDA045.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN229_ANZA_RDA045.AT2,RSN229_ANZA_RDA135.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN229_ANZA_RDA135.AT2,RSN229_ANZA_RDA-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN229_ANZA_RDA-UP.AT2
RSN233_MAMMOTH.J,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN233_MAMMOTH.J_J-CVK090.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN233_MAMMOTH.J_J-CVK090.AT2,RSN233_MAMMOTH.J_J-CVK180.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN233_MAMMOTH.J_J-CVK180.AT2,RSN233_MAMMOTH.J_J-CVK-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN233_MAMMOTH.J_J-CVK-UP.AT2
RSN235_MAMMOTH.J,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN235_MAMMOTH.J_J-MLS254.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN235_MAMMOTH.J_J-MLS254.AT2,RSN235_MAMMOTH.J_J-MLS344.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN235_MAMMOTH.J_J-MLS344.AT2,RSN235_MAMMOTH.J_J-MLS-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN235_MAMMOTH.J_J-MLS-UP.AT2
RSN236_MAMMOTH.AH,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN236_MAMMOTH.AH_A-CVK090.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN236_MAMMOTH.AH_A-CVK090.AT2,RSN236_MAMMOTH.AH_A-CVK180.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN236_MAMMOTH.AH_A-CVK180.AT2,RSN236_MAMMOTH.AH_A-CVK-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN236_MAMMOTH.AH_A-CVK-UP.AT2
RSN240_MAMMOTH.AH,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN240_MAMMOTH.AH_B-CVK090.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN240_MAMMOTH.AH_B-CVK090.AT2,RSN240_MAMMOTH.AH_B-CVK180.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN240_MAMMOTH.AH_B-CVK180.AT2,RSN240_MAMMOTH.AH_B-CVK-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN240_MAMMOTH.AH_B-CVK-UP.AT2
RSN244_MAMMOTH.K,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN244_MAMMOTH.K_K-CVK090.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN244_MAMMOTH.K_K-CVK090.AT2,RSN244_MAMMOTH.K_K-CVK180.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN244_MAMMOTH.K_K-CVK180.AT2,RSN244_MAMMOTH.K_K-CVK-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN244_MAMMOTH.K_K-CVK-UP.AT2
RSN246_MAMMOTH.L,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN246_MAMMOTH.L_L-BEN270.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN246_MAMMOTH.L_L-BEN270.AT2,RSN246_MAMMOTH.L_L-BEN360.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN246_MAMMOTH.L_L-BEN360.AT2,RSN246_MAMMOTH.L_L-BEN-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN246_MAMMOTH.L_L-BEN-UP.AT2
RSN248_MAMMOTH.L,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN248_MAMMOTH.L_L-CVK090.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN248_MAMMOTH.L_L-CVK090.AT2,RSN248_MAMMOTH.L_L-CVK180.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN248_MAMMOTH.L_L-CVK180.AT2,RSN248_MAMMOTH.L_L-CVK-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN248_MAMMOTH.L_L-CVK-UP.AT2
RSN249_MAMMOTH.L,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN249_MAMMOTH.L_L-FIS000.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN249_MAMMOTH.L_L-FIS000.AT2,RSN249_MAMMOTH.L_L-FIS090.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN249_MAMMOTH.L_L-FIS090.AT2,RSN249_MAMMOTH.L_L-FIS-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN249_MAMMOTH.L_L-FIS-UP.AT2
RSN251_MAMMOTH.AH,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN251_MAMMOTH.AH_C-FIS000.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN251_MAMMOTH.AH_C-FIS000.AT2,RSN251_MAMMOTH.AH_C-FIS090.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN251_MAMMOTH.AH_C-FIS090.AT2,RSN251_MAMMOTH.AH_C-FIS-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN251_MAMMOTH.AH_C-FIS-UP.AT2
RSN252_MAMMOTH.AH,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN252_MAMMOTH.AH_C-XGR056.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN252_MAMMOTH.AH_C-XGR056.AT2,RSN252_MAMMOTH.AH_C-XGR146.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN252_MAMMOTH.AH_C-XGR146.AT2,RSN252_MAMMOTH.AH_C-XGR-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN252_MAMMOTH.AH_C-XGR-UP.AT2
RSN253_MAMMOTH.AH,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN253_MAMMOTH.AH_C-XLV000.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN253_MAMMOTH.AH_C-XLV000.AT2,RSN253_MAMMOTH.AH_C-XLV270.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN253_MAMMOTH.AH_C-XLV270.AT2,RSN253_MAMMOTH.AH_C-XLV-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN253_MAMMOTH.AH_C-XLV-UP.AT2
RSN254_MAMMOTH.AH,1 Stiker Slip (SS),Mag. 4-6,Vs30. 200-400,RSN254_MAMMOTH.AH_C-XMM000.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 2/RSN254_MAMMOTH.AH_C-XMM000.AT2,RSN254_MAMMOTH.AH_C-XMM270.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Horizontal 1/RSN254_MAMMOTH.AH_C-XMM270.AT2,RSN254_MAMMOTH.AH_C-XMM-UP.AT2,/Users/benjaminvaca/Documents/USFQ/semestre7/machine_learning/proyecto/Base-sismos-2024/1 Stiker Slip (SS)/Mag. 4-6/Vs30. 200-400/Componente Vertical/RSN254_MAMMOTH.AH_C-XMM-UP.AT2
